Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Reporting Type]
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2001","60.42","2001","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2002","60.01","2002","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2003","59.38","2003","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2004","59.39","2004","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2005","58.28","2005","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2006","58.15","2006","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2007","57.49","2007","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2008","57.2","2008","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2009","57.23","2009","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2010","57.3","2010","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2011","57.25","2011","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2012","56.34","2012","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2013","55.47","2013","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2014","55.4","2014","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2015","55.7","2015","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","2","Africa","2016","55.63","2016","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2000","54.24","2000","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2001","54.06","2001","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2002","43.77","2002","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2003","42.28","2003","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2004","49.84","2004","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2005","40.86","2005","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2006","37.14","2006","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2007","33.86","2007","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2008","21.34","2008","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2009","17.81","2009","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2010","14.84","2010","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2011","11.48","2011","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2012","13.97","2012","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2013","16.33","2013","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2014","19.31","2014","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2015","18.36","2015","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","4","Afghanistan","2016","20.75","2016","","","","Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2000","32.42","2000","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2001","31.97","2001","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2002","33.14","2002","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2003","34.14","2003","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2004","33.32","2004","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2005","33.61","2005","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2006","34.49","2006","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2007","35","2007","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2008","33.73","2008","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2009","34.94","2009","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2010","33.6","2010","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2011","33.64","2011","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2012","32.38","2012","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2013","32.37","2013","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2014","31.79","2014","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2015","32.66","2015","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","5","South America","2016","33.66","2016","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2000","41.44","2000","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2001","39.13","2001","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2002","35.9","2002","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2003","33.75","2003","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2004","35.93","2004","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2005","36.87","2005","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2006","31.71","2006","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2007","32.1","2007","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2008","35.91","2008","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2009","37.22","2009","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2010","37.11","2010","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2011","35.96","2011","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2012","40.05","2012","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2013","41.29","2013","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2014","38.69","2014","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2015","38.61","2015","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","8","Albania","2016","39.95","2016","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2000","13.15","2000","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2001","12.7","2001","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2002","13.41","2002","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2003","11.98","2003","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2004","11.86","2004","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2005","11.67","2005","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2006","11.76","2006","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2007","11.67","2007","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2008","11.36","2008","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2009","11.79","2009","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2010","12.73","2010","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2011","12.92","2011","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2012","12.7","2012","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2013","13.22","2013","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2014","13.43","2014","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2015","13.4","2015","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","9","Oceania","2016","13.77","2016","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2000","83.36","2000","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2001","82.1","2001","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2002","81.74","2002","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2003","80.59","2003","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2004","81.44","2004","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2005","81.56","2005","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2006","82.62","2006","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2007","83.27","2007","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2008","82.48","2008","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2009","83.57","2009","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2010","82.19","2010","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2011","81.7","2011","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2012","81.72","2012","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2013","78.13","2013","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2014","76.77","2014","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2015","77.29","2015","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","11","Western Africa","2016","77.2","2016","","","","IEA (2018), World Energy Balances; Energy Balances, UN Statistics Division (2018)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2000","0.43","2000","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2001","0.43","2001","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2002","0.51","2002","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2003","0.47","2003","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2004","0.44","2004","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2005","0.58","2005","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2006","0.41","2006","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2007","0.41","2007","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2008","0.3","2008","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2009","0.31","2009","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2010","0.26","2010","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","12","Algeria","2011","0.18","2011","","","","IEA (2018), World Energy Balances","","E","PERCENT","G"
